run_id,key,value,step,timestamp
e4392eecb99c4615a407372f333391fd,Val loss,0.6372051437695821,0,1687830173187
e4392eecb99c4615a407372f333391fd,Val loss,0.5882949233055115,1,1687830176990
e4392eecb99c4615a407372f333391fd,Val loss,0.5154968897501627,2,1687830180829
e4392eecb99c4615a407372f333391fd,Val loss,0.5204724272092184,3,1687830184642
e4392eecb99c4615a407372f333391fd,Val loss,0.5889613429705302,4,1687830188485
e4392eecb99c4615a407372f333391fd,Val loss,0.39603569110234577,5,1687830192427
e4392eecb99c4615a407372f333391fd,Val loss,0.4988131821155548,6,1687830196234
e4392eecb99c4615a407372f333391fd,Val loss,0.49791231751441956,7,1687830200056
e4392eecb99c4615a407372f333391fd,Val loss,0.651229739189148,8,1687830203901
e4392eecb99c4615a407372f333391fd,Val loss,0.4080753028392792,9,1687830207727
e4392eecb99c4615a407372f333391fd,Val loss,0.3853874405225118,10,1687830211542
e4392eecb99c4615a407372f333391fd,Val loss,0.44146780172983807,11,1687830215492
e4392eecb99c4615a407372f333391fd,Val loss,0.3331412474314372,12,1687830219332
e4392eecb99c4615a407372f333391fd,Val loss,0.36185388763745624,13,1687830223174
e4392eecb99c4615a407372f333391fd,Val loss,0.35659071803092957,14,1687830227048
e4392eecb99c4615a407372f333391fd,Val loss,0.29881668587525684,15,1687830230933
e4392eecb99c4615a407372f333391fd,Val loss,0.4294634163379669,16,1687830234814
e4392eecb99c4615a407372f333391fd,Val loss,0.3228668173154195,17,1687830238693
e4392eecb99c4615a407372f333391fd,Val loss,0.2451364373167356,18,1687830242611
e4392eecb99c4615a407372f333391fd,Val loss,0.28813853363196057,19,1687830246522
e4392eecb99c4615a407372f333391fd,Val loss,0.3023638923962911,20,1687830250423
e4392eecb99c4615a407372f333391fd,Val loss,0.3366810182730357,21,1687830254308
e4392eecb99c4615a407372f333391fd,Val loss,0.35438863436381024,22,1687830258175
e4392eecb99c4615a407372f333391fd,Val loss,0.24372956653436026,23,1687830262140
e4392eecb99c4615a407372f333391fd,Val loss,0.36828651030858356,24,1687830266027
e4392eecb99c4615a407372f333391fd,Val loss,0.35161490241686505,25,1687830269861
e4392eecb99c4615a407372f333391fd,Val loss,0.2477959245443344,26,1687830273719
e4392eecb99c4615a407372f333391fd,Val loss,0.327457328637441,27,1687830277585
e4392eecb99c4615a407372f333391fd,Val loss,0.3050587127606074,28,1687830281217
e4392eecb99c4615a407372f333391fd,Val loss,0.2880750199158986,29,1687830284818
e4392eecb99c4615a407372f333391fd,Val loss,0.3243363897005717,30,1687830288435
e4392eecb99c4615a407372f333391fd,Val loss,0.24500809609889984,31,1687830292043
e4392eecb99c4615a407372f333391fd,Val loss,0.3132029374440511,32,1687830295878
e4392eecb99c4615a407372f333391fd,Val loss,0.30641575654347736,33,1687830299800
e4392eecb99c4615a407372f333391fd,Val loss,0.4438970386981964,34,1687830303673
e4392eecb99c4615a407372f333391fd,Val loss,0.2530212104320526,35,1687830307595
e4392eecb99c4615a407372f333391fd,Val loss,0.2697274684906006,36,1687830311505
e4392eecb99c4615a407372f333391fd,Val loss,0.23175610601902008,37,1687830315419
e4392eecb99c4615a407372f333391fd,Val loss,0.296838641166687,38,1687830319313
e4392eecb99c4615a407372f333391fd,Val loss,0.45265060663223267,39,1687830323203
e4392eecb99c4615a407372f333391fd,Val loss,0.2302855501572291,40,1687830327092
e4392eecb99c4615a407372f333391fd,Val loss,0.26035509010155994,41,1687830330991
e4392eecb99c4615a407372f333391fd,Val loss,0.21891553699970245,42,1687830334926
e4392eecb99c4615a407372f333391fd,Val loss,0.25352543592453003,43,1687830338817
e4392eecb99c4615a407372f333391fd,Val loss,0.1961300770441691,44,1687830342740
e4392eecb99c4615a407372f333391fd,Val loss,0.20484364529450735,45,1687830346646
e4392eecb99c4615a407372f333391fd,Val loss,0.21647897362709045,46,1687830350549
e4392eecb99c4615a407372f333391fd,Val loss,0.19903753946224848,47,1687830354468
e4392eecb99c4615a407372f333391fd,Val loss,0.3038246234258016,48,1687830358340
e4392eecb99c4615a407372f333391fd,Val loss,0.1904819185535113,49,1687830362232
e4392eecb99c4615a407372f333391fd,Val loss,0.2214194486538569,50,1687830366109
e4392eecb99c4615a407372f333391fd,Val loss,0.2222378303607305,51,1687830370017
