,pChEMBL,Canomicalsmiles
613,6.301029995663981,O=C(C/C=C/c1ccccc1)NCc1nc(C(=O)NCCc2cccc(Cl)c2)cs1
614,6.301029995663981,COc1ccccc1CNC(=O)c1csc(CNC(=O)COc2ccc(C(C)C)cc2)n1
615,6.301029995663981,CCc1ccc(NC(=O)NCc2nc(C(=O)NCc3ccccc3OC)cs2)cc1
616,6.301029995663981,CCCCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
617,6.301029995663981,CC(C)CCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
618,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NC2CCN(Cc3ccccc3)CC2)cs1
619,6.301029995663981,CCOc1ccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1OC
620,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2c[nH]c3ccccc23)cs1
621,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccc2OC(F)(F)F)cs1
622,6.301029995663981,COc1cccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1OC
623,6.301029995663981,C[C@@H]1[C@H]2C[C@@H](C[C@H]1NC(=O)c1csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n1)C2(C)C
624,6.301029995663981,NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
625,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N[C@H]2CCCc3ccccc32)cs1
626,6.301029995663981,COc1ccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1OC
627,6.301029995663981,CCOc1ccccc1CCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
628,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccc2C(F)(F)F)cs1
629,6.301029995663981,C[C@H](NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)C1CCCCC1
630,6.301029995663981,COc1ccc(OCCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1
631,6.301029995663981,CCOc1ccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1
632,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NC2CCCCCCC2)cs1
633,6.301029995663981,COc1cccc(OC)c1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
634,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2c(F)cccc2F)cs1
635,6.301029995663981,COc1cccc(CNC(=O)c2csc(CNC(=O)c3cccnc3Oc3ccc(Cl)cc3)n2)c1OC
636,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cccc(C(F)(F)F)c2F)cs1
637,6.301029995663981,C[C@@H]1[C@@H](NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)C[C@H]2C[C@@H]1C2(C)C
638,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)Nc2ccc(C(=O)O)c(O)c2)cs1
639,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccc(C(F)(F)F)c2)co1
640,6.301029995663981,CN(C)Cc1ccc(CSCCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)o1
641,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N[C@H]2CCC[C@@H]2OCc2ccccc2)cs1
642,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N[C@@H]2CCC[C@H]2OCc2ccccc2)cs1
643,6.301029995663981,NC(=O)[C@H](Cc1ccccc1)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
644,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(F)c(C(F)(F)F)c2)cs1
645,6.301029995663981,CC(NC(=O)c1coc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1cccc2ccccc12
646,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NC2C[C@H]3CC[C@@H]2C3)cs1
647,6.301029995663981,CC(C)(C)OC(=O)NCCCCCNC(=O)c1ncsc1CNC(=O)COc1ccc(OC(F)(F)F)cc1
648,6.301029995663981,CCCCCC(C)N(C)C(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
649,6.301029995663981,CSCC(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
650,6.301029995663981,COc1ccc(OC)c(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1
651,6.301029995663981,Cc1onc(-c2ccccc2)c1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1
652,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N[C@@H]2CCCc3ccccc32)cs1
653,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cccc(F)c2F)cs1
654,6.301029995663981,COc1cc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc(OC)c1
655,6.301029995663981,C#CC1(NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)CCCCC1
656,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(F)c(F)c2)cs1
657,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCC2=CCCCC2)co1
658,6.301029995663981,Cc1ccc(C)c(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1
659,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NC2CCCc3ccccc32)cs1
660,6.301029995663981,CCOc1cccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1
661,6.301029995663981,Cc1ccc(CCNC(=O)c2coc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1C
662,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(F)c(Cl)c2)cs1
663,6.301029995663981,COc1ccc(OC)c(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1
664,6.301029995663981,COc1cc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc(OC)c1
665,6.301029995663981,COc1cc(CCNC(=O)c2coc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc(OC)c1
666,6.301029995663981,CCN(CCNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1)c1cccc(C)c1
667,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cccc(C(F)(F)F)c2)cs1
668,6.301029995663981,COc1ccc(CCNC(=O)c2coc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1OC
669,6.301029995663981,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccc2OC(F)F)cs1
670,6.301029995663981,COc1ccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1OC
671,6.295849483160201,C=CCNC1=C2C[C@@H](C)CC(OC)[C@H](O)[C@@H](C)/C=C(\C)C(OC(N)=O)C(OC)C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O
672,6.293282217663242,Clc1cnc2nc1Nc1cccc(c1)CCOc1cccc(c1)N2.O=C(O)C(F)(F)F
673,6.281498311132726,Cc1ccc2cc1Nc1ncc(Cl)c(n1)Nc1cccc(c1)CC2.O=C(O)C(F)(F)F
674,6.250263684430939,Cl.Clc1cnc2nc1Nc1cccc(c1)CCSc1cccc(c1)N2
675,6.2441251443275085,Clc1cnc2nc1Nc1cccc(c1)SCCNc1cccc(c1)N2.O=C(O)C(F)(F)F
676,6.223298816011589,Clc1cnc2nc1Nc1cccc(c1)CSCc1cccc(c1)N2.O=C(O)C(F)(F)F
677,6.221848749616356,Cn1cnc(S(=O)(=O)Nc2ccc3cc2CCc2cccc(c2)Nc2ncc(Cl)c(n2)N3)c1.O=C(O)C(F)(F)F
678,6.214670164989233,Cl.Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2
679,6.2076083105017466,Clc1cnc2nc1Nc1cccc(c1)SCc1cccc(c1)N2.O=C(O)C(F)(F)F
680,6.182434630440219,Clc1cnc2nc1Nc1cccc(c1)CCc1cccc(c1)N2.O=C(O)C(F)(F)F
681,6.179798540514359,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C)c2cc1N1CCC(N2CCOCC2)CC1
682,6.151195298948196,Clc1cnc2nc1NCc1cccc(c1)OCCCc1cccc(c1)N2.O=C(O)C(F)(F)F
683,6.135488918941608,O=C(O)C(F)(F)F.O=S1(=O)CCOc2cccc(c2)Nc2ncc(Cl)c(n2)Nc2cccc1c2
684,6.112382699664264,Clc1cnc2nc1Nc1cccc(c1)NCCOc1cccc(c1)N2.O=C(O)C(F)(F)F
685,6.111259039317107,Clc1cnc2nc1Nc1cccc(c1)CSc1cccc(c1)N2.O=C(O)C(F)(F)F
686,6.111259039317107,O=C(O)C(F)(F)F.O=S1(=O)Cc2cccc(c2)Nc2nc(ncc2Cl)Nc2cccc1c2
687,6.1073489661227,O=C(O)C(F)(F)F.OCc1cc2cc(c1)Nc1nc(ncc1Cl)Nc1cccc(c1)CC2
688,6.104577453960592,Cc1cnc2nc1Nc1cccc(c1)C=Cc1cccc(c1)N2.O=C(O)C(F)(F)F
689,6.101823516502323,Clc1cnc2nc1Nc1cccc(c1)OCCOc1cccc(c1)N2.O=C(O)C(F)(F)F
690,6.101823516502323,Clc1cnc2nc1Nc1cccc(c1)CCNc1cccc(c1)N2.O=C(O)C(F)(F)F
691,6.07727454200674,C[C@H](Oc1cc(-c2ccc([C@H]3CO[C@H]4[C@@H]3OC[C@H]4O)nc2)cnc1N)c1cc(Cl)ccc1Cl
692,6.044312249686494,COCC(Nc1nc(Nc2cc(C)[nH]n2)nc(N2CCC(OC)CC2)n1)c1ncc(F)cc1F
693,6.033858267260968,Clc1cnc2nc1Nc1cccc(c1)CCCc1cccc(c1)N2
694,6.010550182333308,Brc1cnc2nc1Nc1cccc(c1)CCc1cccc(c1)N2.O=C(O)C(F)(F)F
695,6.007004901568658,Clc1cnc2nc1Nc1cccc(c1)COCc1cccc(c1)N2.O=C(O)C(F)(F)F
696,6.000434511774017,CCc1cc(-c2nc3[nH]nc(C)c3c3cc(OC)c(OC)cc23)ccc1O
697,6.000434511774017,COc1cc2c(-c3ccc(O)c(F)c3)nc3[nH]nc(C)c3c2cc1OC
698,6.000434511774017,COc1cc(-c2nc3[nH]nc(C)c3c3cc(OC)c(OC)cc23)ccc1O
699,6.000434511774017,COc1c(Cl)cc2c(-c3ccc(O)cc3)nc3[nH]nc(C)c3c2c1F
700,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(Cc4cccc(C)c4)c3c2cc1OC
701,6.000434511774017,COCc1n[nH]c2nc(-c3ccc(O)c(Cl)c3)c3cc(OC)c(OC)cc3c12
702,6.000434511774017,CCOc1cc2c(cc1OC)c(-c1ccc(O)c(Cl)c1)nc1[nH]nc(C)c12
703,6.000434511774017,Cc1n[nH]c2nc(-c3ccccc3F)c3c(F)cc4c(c3c12)OCCO4
704,6.000434511774017,COc1cc2c(-c3cc(C)c(O)cc3C)nc3[nH]nc(C)c3c2cc1OC
705,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(C(C)C)c3c2cc1OC
706,6.000434511774017,CCc1n[nH]c2nc(-c3ccc(O)cc3)c3cc(OC)c(OC)cc3c12
707,6.000434511774017,Cc1n[nH]c2nc(-c3nnc(N)s3)c3c(F)cc(O)c(F)c3c12
708,6.000434511774017,Cc1n[nH]c2nc(-c3ccc(N)s3)c3c(F)cc(O)c(F)c3c12
709,6.000434511774017,COc1cc2c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C(F)(F)F)c3c2cc1OC
710,6.000434511774017,COc1cc2c(-c3ccc(O)c(Cl)c3)nc3[nH]ncc3c2cc1OC
711,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)cc3[nH]nc(C)c3c2c(F)c1OC
712,6.000434511774017,COc1cc(OC)c2c(-c3ccc(O)cc3)nc3[nH]ncc3c2c1
713,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]ncc3c2cc1OC
714,6.000434511774017,CCOc1cc2c(cc1OC)c(-c1ccc(O)cc1)nc1[nH]nc(C)c12
715,6.000434511774017,CCOc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(C)c3c2cc1OC
716,6.000434511774017,CCOc1cc(-c2nc3[nH]nc(C)c3c3cc(OC)c(OC)cc23)ccc1O
717,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(C(F)(F)F)c3c2cc1OC
718,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(CNCc4ccccc4)c3c2cc1OC
719,6.000434511774017,COc1cc2c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C)c3c2cc1OCC(F)(F)F
720,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(CN4CCCC4=O)c3c2cc1OC
721,6.000434511774017,COc1ccc2c(-c3ccc(O)c(Br)c3)nc3[nH]nc(C)c3c2c1OCCN1CCOCC1
722,6.000434511774017,COc1ccc(Cc2n[nH]c3nc(-c4ccc(O)cc4)c4cc(OC)c(OC)cc4c23)cc1
723,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(Cc4ccccc4C)c3c2cc1OC
724,6.000434511774017,COc1ccc2c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C)c3c2c1OCCN1CCOCC1
725,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(Cc4ccc(C)cc4)c3c2cc1OC
726,6.000434511774017,COc1cc2c(cc1OCCN1CCOCC1)c(-c1ccc(O)cc1)nc1[nH]nc(C)c12
727,6.000434511774017,COc1cc2c(c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C)c32)c(Cl)c1OC
728,6.000434511774017,COc1cc2c(cc1F)c(-c1ccc(O)cc1)nc1[nH]nc(C)c12
729,6.000434511774017,COc1cc2c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C)c3c2cc1OCC(C)C
730,6.000434511774017,Cc1n[nH]c2nc(-c3ccc4[nH]ccc4c3)c3c(F)cc(O)c(F)c3c12
731,6.000434511774017,COc1cc2c(cc1OCC1CCNCC1)c(-c1ccc(O)cc1)nc1[nH]nc(C)c12
732,6.000434511774017,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(Cc4ccccc4)c3c2cc1OC
733,6.000434511774017,COCCOc1cc2c(-c3ccc(O)c(Br)c3)nc3[nH]nc(C)c3c2cc1OCCOC
734,6.000434511774017,COCCOc1cc2c(-c3ccc(O)c(Cl)c3)nc3[nH]nc(C)c3c2cc1OCCOC
735,6.000434511774017,Cc1n[nH]c2cc(-c3ccc(O)cc3)c3ccccc3c12
736,6.000434511774017,COc1ccc2c(-c3ccc(O)cc3)nc3[nH]nc(Cc4ccccc4)c3c2c1
737,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCN5CCCC5)c4)c3n2)cc(OC)c1OC
738,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCCCN(C)C)c4)c3n2)cc(OC)c1OC
739,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)NCCCN)c4)c3n2)cc(OC)c1OC
740,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3ccccc3)n2)ccc2c1OCCO2
741,6.0,COc1cc(Nc2ncc3ccn(-c4cccs4)c3n2)cc(OC)c1OC
742,6.0,CN1CCN(CCOc2ccc(Nc3ncc4ccn(-c5ccccn5)c4n3)cc2)CC1
743,6.0,CC(C)NCCCNc1ccc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc1
744,6.0,COC(=O)CNC(=O)CCc1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
745,6.0,CNc1cccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)c1
746,6.0,Cc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1
747,6.0,COc1ccc(Nc2nccc(Nc3cccc(OCc4ccccc4)c3S(N)(=O)=O)n2)cc1OC
748,6.0,CNc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1C
749,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)CCC4)n2)cc1OC
750,6.0,CC(=O)c1cccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)c1
751,6.0,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1SC
752,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCO4)n2)cc1N(C)C
753,6.0,C=CCOc1cccc(Nc2ccnc(Nc3ccc(OC)c(N(C)C)c3)n2)c1S(N)(=O)=O
754,6.0,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1F
755,6.0,COCCNc1cc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)ccc1C
756,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1OC
757,6.0,CCOc1cccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)c1
758,6.0,COc1ccc(Nc2nccc(Nc3cccc(OC(F)F)c3S(N)(=O)=O)n2)cc1OC
759,6.0,CCCOc1cccc(Nc2ccnc(Nc3ccc(OC)c(OC)c3)n2)c1S(N)(=O)=O
760,6.0,Cn1ncc2ccc(Nc3nccc(Nc4ccc5c(c4S(N)(=O)=O)OCO5)n3)cc21
761,6.0,CNc1cccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)c1
762,6.0,C=CCOc1cccc(Nc2ccnc(Nc3ccc4cnn(C)c4c3)n2)c1S(N)(=O)=O
763,6.0,Cc1cccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)c1
764,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NC(C(=O)O)C(C)(C)C)c4)c3n2)cc(OC)c1OC
765,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1N(C)C
766,6.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl
767,6.0,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)N3CCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
768,6.0,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4ccc(F)cc4)n(C4CCC(C(=O)O)CC4)c3c2)CC1
769,6.0,CC(=O)NC1CCC(n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1
770,6.0,CC(C)(O)CNC(=O)C1CCC(n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCOCC4)cc32)CC1
771,6.0,COc1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)c1
772,6.0,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)N3CCOCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
773,6.0,O=C(/N=c1\[nH]c2ccc(CN3CCOCC3)cc2n1C1CCC(C(=O)N2CCOCC2)CC1)c1ccc(F)cc1
774,6.0,CN1CCN(C(=O)C2CCC(n3/c(=N/C(=O)c4ccc(F)cc4)[nH]c4ccc(CN5CCOCC5)cc43)CC2)CC1
775,6.0,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)c3ccc(S(C)(=O)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
776,6.0,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)NC3CCCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
777,6.0,COc1cc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)ccc1F
778,6.0,COc1cc(F)cc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)c1
779,6.0,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)c3ccc(C(N)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
780,6.0,CC(C)NC(=O)C1CCC(n2/c(=N/C(=O)c3nccs3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1
781,6.0,O=C(/N=c1\[nH]c2ccc(CN3CCOCC3)cc2n1C1CCC(C(=O)NO)CC1)c1ccc(F)cc1
782,6.0,COc1cc(N2CCN3CCOCC3C2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1
783,6.0,COc1cc(Nc2ncc3c(n2)N(c2ccccn2)[C@@H](O)[C@@H]3O)cc(OC)c1OC
784,6.0,COc1cccc(Nc2ncc3ccn(CCc4ccncc4)c3n2)c1
785,6.0,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCCCC3)cc2)n1
786,6.0,O=C(/N=c1\[nH]c2ccc(CN3CCCCC3)cc2n1C1CCC(CO)CC1)c1ccc(F)cc1
787,6.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2OC)ncc1Br
788,6.0,COc1cc(Nc2ncc(Br)c(Nc3ccccc3S(=O)(=O)NCC=C3CC3)n2)cc(OC)c1OC
789,6.0,COC(=O)C1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnccc32)CC1
790,6.0,COC(=O)C1CCC(n2/c(=N/C(=O)c3cccc(C(F)(F)F)c3)[nH]c3ccc(CO)cc32)CC1
791,6.0,Cc1n[nH]c(C2CCC(n3/c(=N/C(=O)c4cccc(F)c4)[nH]c4ccc(CO)cc43)CC2)n1
792,6.0,C=C(Cl)COc1cccc(Nc2ccnc(Nc3ccc(OC)c(OC)c3)n2)c1S(N)(=O)=O
793,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCCO4)n2)cc1OC
794,6.0,C=CCNS(=O)(=O)c1cc(C(=O)Nc2nc3ccc(CN4CCCCC4)cc3n2C2CCC(C(=O)O)CC2)ccc1F
795,6.0,COc1cc(Nc2nccc(Nc3ccccc3-c3nnn[nH]3)n2)cc(OC)c1OC
796,6.0,CC(=O)Nc1cccc(Nc2nccc(Nc3ccccc3-c3nnn[nH]3)n2)c1
797,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)CCC4)n2)cc1OCCN1CCOCC1
798,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)CCC4)n2)cc1OCCN1CCCCC1
799,6.0,c1cncc(CNc2cccc(Nc3nccc(Nc4ccccc4-c4nnn[nH]4)n3)c2)c1
800,6.0,COc1ccc(Nc2nccc(Nc3cccc(OCCCC(F)(F)C(F)(F)F)c3S(N)(=O)=O)n2)cc1OC
801,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCCN4CCCCC4)c3)n2)ccc2c1CCC2
802,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCCN4CCCCC4)c3)n2)ccc2c1OCCO2
803,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCCC4CCCCC4)c3)n2)ccc2c1OCCO2
804,6.0,CN1CCN(CCOc2cccc(Nc3nccc(Nc4ccc5c(c4S(N)(=O)=O)CCC5)n3)c2)CC1
805,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCCN4CCOCC4)c3)n2)ccc2c1CCC2
806,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1N1CCCCC1
807,6.0,COC(=O)CCNC(=O)Cc1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1
808,6.0,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCNC(C)=O)c4)c3n2)cc(OC)c1OC
809,6.0,COc1cc(Nc2ncc3c(n2)N(c2cccc(CCC(=O)O)n2)CC3)cc(OC)c1OC
810,6.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(C)O)n1
811,6.0,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N(C)C(C)C)n1
812,6.0,COc1ccc(Nc2nccc(Nc3cccc(OCC(F)(F)F)c3S(N)(=O)=O)n2)cc1OC
813,6.0,C=C(F)COc1cccc(Nc2ccnc(Nc3ccc4cnn(C)c4c3)n2)c1S(N)(=O)=O
814,6.0,Cn1ncc2ccc(Nc3ncc(Br)c(Nc4ccc5c(c4S(N)(=O)=O)OCCO5)n3)cc21
815,6.0,COc1ccc(Nc2ncc(F)c(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1N(C)C
816,6.0,C=C(Cl)COc1cccc(Nc2ccnc(Nc3ccc(OC)c(N(C)C)c3)n2)c1S(N)(=O)=O
817,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCCO4)n2)cc1N(C)C
818,6.0,C=C(Cl)COc1cccc(Nc2ccnc(Nc3ccc4cnn(C)c4c3)n2)c1S(N)(=O)=O
819,6.0,C=C(F)COc1cccc(Nc2ccnc(Nc3ccc(OC)c(N(C)C)c3)n2)c1S(N)(=O)=O
820,6.0,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc2ccccc12
821,6.0,COCCOc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCO4)n2)ccc1OC
822,6.0,Cn1ncc2ccc(Nc3ncc(F)c(Nc4ccc5c(c4S(N)(=O)=O)OCCO5)n3)cc21
823,6.0,C=C(F)COc1cccc(Nc2ccnc(Nc3ccc(OC)c(OC)c3)n2)c1S(N)(=O)=O
824,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2)ccc2c1OCCO2
825,6.0,NS(=O)(=O)c1c(Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2)ccc2c1CCC2
826,6.0,COc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)ccc1N(C)C
827,6.0,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OC(F)(F)O4)n2)cc1OC
