,pChEMBL,Canomicalsmiles
202,9.0,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)NC5CCC5)c4)c3n2)cc(OC)c1OC
203,9.0,COc1cc(Nc2ncc3ccn(-c4cccc(Cc5nnnn5C)c4)c3n2)cc(OC)c1OC
204,9.0,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C(=O)NC)CC3)cc2OC)ncc1Cl
205,9.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC2CCCC2)n1
206,9.0,COc1cc(N2CCC(N(C)C(C)=O)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1
207,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC[C@@H](C(N)=O)C3)cc2OC)ncc1Cl
208,9.0,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(C(N)=O)CC3)cc2OC)ncc1Cl
209,9.0,CCNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC(C)C)n3)c(OC)c2)C1
210,9.0,COCCOc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN(C(C)C)CC4)c4c3C(=O)N(C)CC4)n2)c(OC)c1
211,9.0,CNS(=O)(=O)c1cc(F)ccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Br
212,9.0,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)ncc1Cl
213,9.0,COc1cc(N2CCC(N(C)C)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1
214,9.0,CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c(OC)c2)CC1
215,9.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1
216,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
217,9.0,COc1cc(Nc2ncc3c(n2)N(c2cccnc2)CCC3)cc(OC)c1OC
218,9.0,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1
219,9.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(C)(=O)=O)n1
220,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2cc(F)ccc2OC)ncc1Br
221,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(F)ccc2OC)ncc1Cl
222,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2cccc3c2ccn3C)ncc1Cl
223,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccccc2OC(F)F)ncc1Cl
224,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(F)ccc2Cl)ncc1Br
225,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)ccc2OC)ncc1Br
226,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2OC)ncc1Cl
227,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(F)ccc2F)ncc1Br
228,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2Cl)ncc1Br
229,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2OC)ncc1Br
230,9.0,CNC(=O)c1cc(F)c(F)cc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
231,9.0,CNc1ccccc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC)n1
232,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC3CCN(C)C3)cc2OC)ncc1Br
233,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C)cc2F)ncc1Br
234,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)ccc2C)ncc1Br
235,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C)cc2C)ncc1Br
236,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccccc2OC)ncc1Br
237,9.0,COc1cc(F)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(C)(=O)=O)n1
238,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccccc2C)ncc1Br
239,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(-n3ccnc3C)cc2OC)ncc1Br
240,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2F)ncc1Br
241,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl
242,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl
243,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(F)ccc2OC)ncc1Br
244,9.0,COc1cc(Nc2ncc3ccn(-c4cccc(CCC#N)c4)c3n2)cc(OC)c1OC
245,9.0,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCNCC3)c3c2C(=O)N(C)C3)n1
246,9.0,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1
247,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCOCC3)ccc2OC)ncc1Br
248,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCNCC3)cc2OC)ncc1Cl
249,9.0,COc1cc([N+](=O)[O-])ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
250,9.0,COc1cc(N2CCC(N3CCNCC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
251,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Br
252,9.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)N(C)C)n1
253,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Br
254,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Br
255,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
256,9.0,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
257,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Br
258,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2CCC3)ncc1Br
259,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCNCC3)cc2OC)ncc1Cl
260,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)ccc2OC)ncc1[N+](=O)[O-]
261,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(N(C)C)c2C)ncc1Br
262,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3cn[nH]c23)ncc1Br
263,9.0,CCCS(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2OC)ncc1Cl
264,9.0,CN1Cc2c(N3CCN(C(=O)OC(C)(C)C)CC3)ccc(N)c2C1=O
265,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2OC)ncc1Cl
266,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC3CCN(C(C)=O)CC3)ccc2OC)ncc1Br
267,9.0,COc1ccc(F)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(C)C)n1
268,9.0,COc1cc(Nc2ncc3c(n2)N(c2ccccn2)CC3)cc(OC)c1OC
269,9.0,NS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2OC(F)(F)O3)ncc1Br
270,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC)cc2OC)ncc1Br
271,9.0,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCN(C)C)c4)c3n2)cc(OC)c1OC
272,9.0,COc1cc(Nc2ncc3c(n2)N(c2ccccn2)C(=O)CC3)cc(OC)c1OC
273,9.0,COc1cc(Nc2ncc3ccn(-c4ccccc4CO)c3n2)cc(OC)c1OC
274,9.0,COc1cc(Nc2ncc3ccn(-c4cccc(CC#N)c4)c3n2)cc(OC)c1OC
275,9.0,COc1cc(Nc2ncc3ccn(-c4ccnc(Cl)c4)c3n2)cc(OC)c1OC
276,9.0,COc1cc(Nc2ncc3c(n2)N(c2ccccn2)C(=O)C3)cc(OC)c1OC
277,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(OC)c2OC)ncc1Br
278,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C)cc2OC)ncc1Br
279,9.0,CNC(=O)c1c(C)cccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
280,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(Cl)ccc2OC)ncc1Br
281,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)cc2C)ncc1Cl
282,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)cc2C)ncc1Br
283,9.0,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2OC)ncc1Cl
284,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(-c3cccnc3)ccc2OC)ncc1Br
285,9.0,CCCCc1ccccc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC)n1
286,9.0,COc1cc(F)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1
287,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N(C)C)ccc2OC)ncc1Br
288,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(-c3ccccn3)ccc2OC)ncc1Br
289,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)ccc2OCCO)ncc1Br
290,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C)cc(C)c2C)ncc1Br
291,9.0,CCOc1ccc(OCC)c(Nc2ncc(Br)c(Nc3ccccc3S(=O)(=O)NC)n2)c1
292,9.0,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2OCC3)ncc1Cl
293,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCC(N(C)C)C3)ccc2OC)ncc1Cl
294,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2cccc3[nH]ccc23)ncc1Cl
295,9.0,CNC(=O)c1cc(OC)ccc1Nc1nc(Nc2ccc(F)cc2OC)ncc1Cl
296,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(-n3ccnc3)cc2OC)ncc1Br
297,9.0,COc1cc(-n2cncn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
298,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2OC(F)(F)O3)ncc1Br
299,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3c2CCCC3)ncc1Br
300,9.0,COc1cc(-n2cncn2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1
301,9.0,CCCOc1ccc(OC)cc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC)n1
302,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(-c3ccncc3)ccc2OC)ncc1Br
303,9.0,COc1cc(F)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(C)C)n1
304,9.0,CCC(C)NS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2OC)ncc1Cl
305,9.0,CCOc1ccc(OC)cc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC)n1
306,9.0,COc1cc(OC)c(OC)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
307,9.0,CCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(-n3cncn3)cc2OC)ncc1Cl
308,9.0,CNC(=O)c1cc(F)ccc1Nc1nc(Nc2cccc3c2ccn3C)ncc1Cl
309,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccccc2OC(F)(F)F)ncc1Cl
310,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)ccc2OC(C)C)ncc1Br
311,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)ccc2OCCOC)ncc1Br
312,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC)nc2OC)ncc1Br
313,9.0,CNC(=O)c1ccccc1Nc1nc(Nc2cc(N3CCOCC3)ccc2OC)ncc1Cl
314,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2OC)ncc1Br
315,9.0,COc1cc(F)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N2CCOCC2)n1
316,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC3CCN(C)C3)cc2OC)ncc1Cl
317,9.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(=O)N(C)C)n1
318,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc3[nH]ccc23)ncc1Br
319,9.0,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
320,9.0,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(C(C)C)ccc2C)ncc1Br
321,9.0,Cc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
322,8.958607314841775,CC(C)Cc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1
323,8.958607314841775,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C2COC2)CC1
324,8.958607314841775,CC(C)n1c2cc(N3CCN(C)CC3)c(Br)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21
325,8.853871964321762,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)OCCOc2ccc(F)cc21
326,8.853871964321762,CCCCOc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1
327,8.823908740944319,C=Cc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1
328,8.823908740944319,COc1cc(N2CCN(C)CC2)c2cc1Nc1ncc(Cl)c(n1)Nc1cc(ccc1S(=O)(=O)C(C)C)CC2
329,8.795880017344075,CC(C)n1c2cc(N3CCN(C)CC3)c(OC(F)F)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21
330,8.744727494896694,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCC3)c2cc1N1CCN(C)CC1
331,8.721246399047171,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(CC)c2cc1N1CCN(C)CC1
332,8.698970004336019,Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC2CC2)cc1C1CCNCC1
333,8.698970004336019,CCOc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCN(C)CC1
334,8.638272163982407,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCOCC1
335,8.602059991327963,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1C1CCN(C(C)C)CC1
336,8.602059991327963,CCOc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCC(N2CCOCC2)CC1
337,8.585026652029182,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1C1CCN(C2COC2)CC1
338,8.585026652029182,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCN(C)CC1
339,8.537602002101044,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1
340,8.537602002101044,COc1cc(C2CCN(C[C@H](O)CF)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1
341,8.522878745280337,CC(C)S(=O)(=O)c1nn(C)cc1Nc1nc(Nc2ccc(C3CCN(C)CC3)cc2OC2CC2)ncc1Cl
342,8.508638306165727,COc1ccc2cc1Nc1nc(ncc1Cl)Nc1ccc(N3CCN(C)CC3)c(c1)CC2
343,8.508638306165727,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CCC(N1CCN(C)CC1)CC2
344,8.468521082957745,CC(C)Oc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1
345,8.468521082957745,COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1
346,8.468521082957745,CN1CCN(c2ccc3cc2CCc2ccc(N(C)S(C)(=O)=O)c(c2)Nc2nc(ncc2Cl)N3)CC1
347,8.443697499232712,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCC3)c2c(F)c1N1CCN(C)CC1
348,8.397940008672037,COCCNC1CCc2cc(Nc3ncc(Cl)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c(OC)cc2CC1
349,8.397940008672037,Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNC1
350,8.397940008672037,Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CNC1
351,8.397940008672037,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCC(N2CCOCC2)CC1
352,8.346787486224656,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCCC3)c2cc1N1CCN(C)CC1
353,8.301029995663981,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1cc(F)ccc1Cl
354,8.301029995663981,COc1cc(N2CCN(C)CC2)c2cc1Nc1ncc(Cl)c(n1)Nc1cccc(c1)CC2
355,8.275724130399212,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1
356,8.267606240177031,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCCCC3)c2cc1N1CCN(C)CC1
357,8.259637310505756,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1C1CCN(C2COC2)CC1
358,8.236572006437063,CC(C)n1c2[nH]c3cc(C#N)ccc3c2c(=O)c2ccc(N3CCN(C)CC3)c(F)c21
359,8.236572006437063,CC(C)Oc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCN(C)CC1
360,8.221848749616356,CC(=O)N[C@H]1CCN(c2nc(Nc3cc(C)[nH]n3)nc(N[C@@H](C)c3ncc(F)cn3)n2)C1
361,8.221848749616356,C[C@@H](Oc1cc(-c2ccc3c(c2)CCNC3)cnc1N)c1c(Cl)ccc(F)c1Cl
362,8.221848749616356,COc1cc2c(cc1Nc1ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n1)CCC(N1CCOCC1)CC2
363,8.221848749616356,COc1cc(N2CCN(CC(N)=O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1
364,8.214670164989233,CCCC(C)n1c2cc(N3CCN(C)CC3)c(OC)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21
365,8.18045606445813,CC(C)n1c2[nH]c3cc(C#N)ccc3c2c(=O)c2cc(F)c(N3CCN(C)CC3)c(F)c21
366,8.154901959985743,CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)cc2)CC1
367,8.154901959985743,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1
368,8.113509274827518,CCC(C)n1c2cc(N3CCN(C)CC3)c(OC)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21
369,8.096910013008056,CC1NCCc2cc(-c3cnc(N)c(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c3)ccc21
370,8.096910013008056,C[C@@H](Oc1cc(-c2ccc3c(c2)CNC3)cnc1N)c1c(Cl)ccc(F)c1Cl
371,8.075720713938118,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCC3)c2c(F)c1N1CCC(N2CCOCC2)CC1
372,8.045757490560675,C[C@@H](Oc1cc(-c2cc(F)c3c(c2)CCNC3)cnc1N)c1c(Cl)ccc(F)c1Cl
373,8.045757490560675,COCCNC1CCc2ccc(Nc3ncc(Cl)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c(OC)c2CC1
374,8.045757490560675,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1
375,8.045757490560675,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1
376,8.0,CC(C)c1cc(-c2nnc(O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O
377,8.0,COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1
378,8.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(OCc5cc(F)cc(F)c5)ccc34)c(NCCF)c2)CC1
379,7.958607314841775,C[C@@H](Oc1cc(-c2cnc3c(c2)CCCN3)cnc1N)c1c(Cl)ccc(F)c1Cl
380,7.91721462968355,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCC3)c2cc1N1CCN(C)CC1
381,7.823908740944319,C[C@@H](Oc1cc(-c2ccc([C@H]3CO[C@H]4[C@@H]3OC[C@H]4O)nc2)cnc1N)c1cc(Cl)ccc1Cl
382,7.823908740944319,COc1cc(N2CCN(C[C@@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1
383,7.823908740944319,COc1cc2c(cc1Nc1ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n1)CCC(N1CCN(C)CC1)CC2
384,7.82102305270683,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCCC3)c2cc1N1CCN(C)CC1
385,7.785156151952302,CCCn1c2cc(N3CCN(C)CC3)c(OC)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21
386,7.782516055786093,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CC3)c2cc1N1CCN(C)CC1
387,7.749579997691106,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCC(N2CCOCC2)CC1
388,7.744727494896693,CC(Oc1cc(-c2ccc(N3CCNCC3)nc2)cnc1N)c1c(F)ccc(F)c1Cl
389,7.721246399047171,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(C)c(-c2c[nH]c3ccccc23)n1
390,7.721246399047171,CC(Oc1cc(-c2ccc(C3CNCCC3O)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F
391,7.688246138944246,C=C(C)c1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1
392,7.657577319177793,COc1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl
393,7.627087997029894,CC(C)n1c2cc(N3CCN(C)CC3)ccc2c(=O)c2c3ccc(C#N)cc3[nH]c21
394,7.607303046740334,CCn1c2cc(N3CCN(C)CC3)c(OC)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21
395,7.607303046740334,CCOc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C3CCCC3)c2cc1N1CCN(C)CC1
396,7.568636235841013,CC(Oc1cc(-c2ccc(C3CNCCC3O)nc2)cnc1N)c1c(F)ccc(F)c1Cl
397,7.552841968657781,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1
398,7.552841968657781,CC(Oc1cc(-c2ccc(N3CCNCC3)nc2)cnc1N)c1cc(Cl)ccc1Cl
399,7.54515513999149,COc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(CC(C)(C)C)c2cc1N1CCN(C)CC1
400,7.5376020021010435,CC(Oc1cc(-c2ccc(C3CO[C@@H]4[C@H](O)CO[C@H]34)nc2)cnc1N)c1cc(Cl)ccc1Cl
401,7.527243550682788,CCC(CC)n1c2cc(N3CCN(C)CC3)c(OC)cc2c(=O)c2c3ccc(C#N)cc3[nH]c21
402,7.508638306165727,C[C@@H](Oc1cc(-c2ccc([C@H]3CO[C@H]4[C@@H]3OC[C@H]4O)nc2)cnc1N)c1cc(F)ccc1F
403,7.494850021680094,CC(Oc1cc(-c2ccc(C3CO[C@@H]4[C@H](O)CO[C@H]34)nc2)cnc1N)c1c(F)ccc(F)c1Cl
404,7.481486060122112,CC(Oc1cc(-c2ccc(C3CNCCC3O)nc2)cnc1N)c1c(Cl)cccc1Cl
405,7.480172006224281,CC(C)n1c2cc(N3CCC(N4CCOCC4)CC3)ccc2c(=O)c2c3ccc(C#N)cc3[nH]c21
406,7.462180904926726,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
407,7.458420756053419,C[C@@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)N(C)C(=O)COc2ccc(F)cc21
408,7.455931955649724,CNC(=O)c1ccc2cc1Nc1nc(ncc1Cl)Nc1ccc(N3CCN(C)CC3)c(c1)CC2
409,7.4089353929735005,CC(Oc1cc(-c2ccc(C3CNC[C@H](O)C3)nc2)cnc1N)c1c(Cl)cccc1Cl
410,7.346787486224656,CC(Oc1cc(-c2ccc(C3(O)CCOCC3)nc2)cnc1N)c1c(Cl)cccc1Cl
411,7.301029995663981,C[C@H]1CN(C(=O)[C@H]2CC[C@@H](n3/c(=N/C(=O)c4ccccc4)[nH]c4cnc(OCCN5CCCCC5)cc43)CC2)CCN1
412,7.301029995663981,COc1cc(F)cc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)c1
413,7.301029995663981,COc1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)c1
