,f1,ap
0,0.7887323943661971,0.7986030787316437
1,0.7435897435897436,0.8547524322446781
2,0.7222222222222222,0.7749828615619134
3,0.8059701492537312,0.9100968902164464
4,0.6756756756756757,0.796364285503973
5,0.7301587301587301,0.8448223721962683
6,0.696969696969697,0.784612168884155
7,0.7076923076923076,0.8328532873286767
8,0.7536231884057971,0.7850740101788386
9,0.8055555555555556,0.8582026208600861
10,0.7187499999999999,0.8098214777752231
11,0.7384615384615385,0.8642084691252275
12,0.7352941176470588,0.8413515452497479
13,0.7826086956521738,0.8065857910274734
14,0.6575342465753425,0.7812310583626706
15,0.7605633802816902,0.7939972985906782
16,0.7142857142857144,0.7853464911219563
17,0.7945205479452055,0.8404703079953966
18,0.7532467532467532,0.8669885849822431
19,0.8484848484848485,0.9134690328706303
20,0.6666666666666666,0.7933303481199353
21,0.6666666666666666,0.7719362658363529
22,0.7536231884057971,0.8381727819631718
23,0.6944444444444444,0.833855234315402
24,0.7058823529411765,0.7287279324155282
25,0.8055555555555556,0.8599392539918028
26,0.8918918918918918,0.8928698729076345
27,0.7222222222222222,0.8165106431294625
28,0.7837837837837838,0.813577912009955
29,0.7142857142857144,0.829012242095424
