,ID,Canomicalsmiles,pChEMBL
210,192,COc1cc(NC2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,1
211,1254,COc1ccc(C)c(Nc2ncc3ccn(-c4cccnc4)c3n2)c1,0
212,127,COc1cc(N2CCC(O)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1
213,176,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OCC3CCN(C)CC3)ccc2OC)ncc1Cl,1
214,1578,CCCCCCC(C)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
215,1471,CN1CCN(c2cccc(Nc3nccc(Nc4cccc(Cl)c4S(N)(=O)=O)n3)c2)CC1,0
216,897,O=C(N=c1[nH]c2ccc(CN3CCOCC3)cc2n1[C@H]1CC[C@@H](C(=O)N2CCOCC2)CC1)c1ccc(F)cc1,0
217,547,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccc(F)cc2)co1,0
218,1342,CN[C@H]1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC(C)C)n3)c(OC)c2)C1,0
219,1596,Clc1cnc2nc1NCc1cccc(c1)OCCOc1cccc(c1)N2.O=C(O)C(F)(F)F,0
220,1140,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCN5CCOCC5)c4)c3n2)cc(OC)c1OC,0
221,1532,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N2CC[C@@H]3CCCC[C@@H]3C2)cs1,0
222,845,O=C(/N=c1\[nH]c2cnc(OCCN3CCCCC3)cc2n1C1CCC(C(=O)N2CCNCC2)CC1)c1ccc(F)cc1,0
223,486,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,0
224,1215,COc1cccc(Nc2ccnc(Nc3cccc(OCCO)c3)n2)c1S(N)(=O)=O,0
225,375,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,1
226,502,Cc1ccccc1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
227,1583,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(Cl)cc2)cs1,0
228,1096,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2ccc3cc[nH]c3c2)n1,0
229,1472,COc1ccc(Nc2nccc(Nc3ccccc3O)n2)cc1OCCN1CCCCC1,0
230,787,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2OC)ncc1Br,0
231,890,CC(C)(O)CNC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCOCC4)cc32)CC1,0
232,63,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC3CCN(C)CC3)cc2OC)ncc1Cl,1
233,1037,CNc1cc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)ccc1Br,0
234,1533,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N2CC[C@H]3CCCC[C@@H]3C2)cs1,0
235,157,CCC(CC)NS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,1
236,744,COC(=O)CNC(=O)CCc1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1,0
237,409,CC(Oc1cc(-c2ccc(C3CNC[C@H](O)C3)nc2)cnc1N)c1c(Cl)cccc1Cl,1
238,267,COc1ccc(F)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(C)C)n1,1
239,446,CNCC(=O)N1CCC(n2/c(=N/C(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
240,1345,CN[C@@H]1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC(C)C)n3)c(OC)c2)C1,0
241,611,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2cc(Cl)cc(Cl)c2)cs1,0
242,223,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccccc2OC(F)F)ncc1Cl,1
243,672,Clc1cnc2nc1Nc1cccc(c1)CCOc1cccc(c1)N2.O=C(O)C(F)(F)F,0
244,809,COc1cc(Nc2ncc3c(n2)N(c2cccc(CCC(=O)O)n2)CC3)cc(OC)c1OC,0
245,784,COc1cccc(Nc2ncc3ccn(CCc4ccncc4)c3n2)c1,0
246,1129,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)CC3)n1,0
247,664,COc1cc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc(OC)c1,0
248,1167,COCCNC(=O)c1ccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)cc1,0
249,294,CNC(=O)c1ccccc1Nc1nc(Nc2cccc3[nH]ccc23)ncc1Cl,1
250,1602,O=C(N=c1[nH]c2cnc(OCCN3CCCCC3)cc2n1C1CCNCC1)c1ccccc1,0
251,579,Cc1cccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1C,0
252,902,CC(=O)N[C@H]1CC[C@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,0
253,821,COCCOc1cc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCO4)n2)ccc1OC,0
254,884,CCN1CCc2ccc(Nc3nccc(Nc4cccc(OC)c4S(N)(=O)=O)n3)cc21,0
255,198,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCCC(C(N)=O)C3)cc2OC)ncc1Cl,1
256,1091,COc1cc(Nc2ncc3ccn(-c4cccc(CCC(=O)NCN)c4)c3n2)cc(OC)c1OC,0
257,927,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]c(=NC(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3CC(O)C3)CC2)CC1,0
258,1317,COc1cc(N2CCC(C(N)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc3c2C(=O)N(C)C3)n1,0
259,12,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCC(N2CCOCC2)CC1,1
260,1379,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN(C)CC4)c4c3C(=O)N(C)CC4)n2)c(OC)c1,0
261,1076,c1ccc(-n2ccc3cnc(Nc4ccc5nc[nH]c5c4)nc32)nc1,0
262,2,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C(C)C)CC1,1
263,942,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)C3)n1,0
264,1526,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2c[nH]c3ccccc23)co1,0
265,1333,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCC(N4CCOCC4)CC3)ccc2OC)ncc1Br,0
266,843,COc1ccc(Nc2nccc(Nc3cccc(OCC(F)=C(F)F)c3S(N)(=O)=O)n2)cc1OC,0
267,1454,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NC(C)C(=O)O)c4)c3n2)cc(OC)c1OC,0
268,1617,CNC(=O)[C@]1(O)CC[C@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
269,806,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1N1CCCCC1,0
270,1212,NS(=O)(=O)c1ccc(Nc2ccnc(Nc3cccc(OCCn4ccnc4)c3)n2)cc1,0
271,1053,COc1ccc(Nc2nccc(Nc3cccc(OC(F)F)c3S(N)(=O)=O)n2)cc1N(C)C,0
272,1296,COC(=O)Cc1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1,0
273,1197,COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3O)n2)cc1OCCO,0
274,421,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4ccc(F)cc4)n([C@H]4CC[C@H](C(N)=O)CC4)c3c2)CC1,1
275,951,COc1cc(Nc2ncc3ccn(CCc4ccncc4)c3n2)cc(OC)c1OC,0
276,1185,COc1ccc(Nc2ccnc(Nc3cccc(OC4CCCN(C)CC4)c3)n2)cc1O,0
277,916,COc1ccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@@H](C(=O)NC(C)C)CC2)cc1,0
278,350,Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CNC1,1
279,1388,COc1cc(N2CC[C@H](N(C)C)C2)ccc1Nc1ncc(Cl)c(Nc2ccc(N3CCN(C(C)C)CC3)c3c2C(=O)N(C)C3)n1,0
280,1039,CCCNc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1C,0
281,909,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]/c(=N\C(=O)c2cccc(F)c2)n3C2CCC(C(=O)N3CC(O)C3)CC2)CC1,0
282,1519,C[C@@H]1COC[C@H](C)N1C(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
283,1069,CN1CCc2c(N3CCC(N4CCN(C(=O)OC(C)(C)C)CC4)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
284,1217,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCn3cncn3)c2)n1,0
285,1235,COC(=O)c1ccccc1-n1ccc2cnc(Nc3cc(OC)ccc3C)nc21,0
286,1535,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCN2CCCCC2)cs1,0
287,1050,C#CCOc1cccc(Nc2ccnc(Nc3ccc(C)c(NC)c3)n2)c1S(N)(=O)=O,0
288,735,Cc1n[nH]c2cc(-c3ccc(O)cc3)c3ccccc3c12,0
289,1078,COc1ccc(C)c(Nc2ncc3ccn(-c4ccc(C(=O)O)nc4)c3n2)c1,0
290,1513,COc1cccc(Cc2n[nH]c3nc(-c4ccc(O)cc4)c4cc(OC)c(OC)cc4c23)c1,0
291,1298,Cc1ccc(OC2CCCCCC2)cc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
292,171,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC3CCN(C(C)=O)CC3)cc2OC)ncc1Br,1
293,1029,NS(=O)(=O)c1c(Nc2nc(Nc3cccc(OCCN4CCCCC4)c3)ncc2Br)ccc2c1OCCO2,0
294,1191,Oc1ccccc1Nc1ccnc(Nc2cccc(OCCN3CCOCC3)c2)n1,0
295,1623,CC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3cccc(F)c3)[nH]c3ccc(CO)cc32)CC1,0
296,1324,COc1ccc(OCCN2CCOCC2)cc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,0
297,361,C[C@@H](Oc1cc(-c2ccc3c(c2)CCNC3)cnc1N)c1c(Cl)ccc(F)c1Cl,1
298,247,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCOCC3)ccc2OC)ncc1Br,1
299,202,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)NC5CCC5)c4)c3n2)cc(OC)c1OC,1
300,332,Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC2CC2)cc1C1CCNCC1,1
301,283,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2OC)ncc1Cl,1
302,170,CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC(C)C)n3)c(OC)c2F)C1,1
303,1465,CNS(=O)(=O)c1cc(F)ccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br,0
304,116,CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c(OC)c2)CC1,1
305,1599,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,0
306,138,CCOc1cc(N2CCOCC2)ccc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC)n1,1
307,928,CNC(=O)[C@]1(O)CC[C@@H](n2c(=NC(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
308,624,NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
309,232,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC3CCN(C)C3)cc2OC)ncc1Br,1
310,1237,C=Cc1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1,0
311,827,COc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OC(F)(F)O4)n2)cc1OC,0
312,758,COc1ccc(Nc2nccc(Nc3cccc(OC(F)F)c3S(N)(=O)=O)n2)cc1OC,0
313,436,COC1C=C/C=C(\C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)CC(OC)[C@H](O)[C@@H](C)/C=C(\C)C1OC(N)=O)C2=O,1
314,252,COc1cc(N2CCOCC2)ccc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)N(C)C)n1,1
315,1402,COc1ccc(N2CCC(N3CCOCC3)CC2)cc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,0
316,660,CCOc1cccc(CCNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1,0
317,1073,CNC(=O)c1cc(N2CCN(C)CC2)ccc1Nc1nc(Nc2cc(N3CC[C@H](N(C)C)C3)ccc2OC)ncc1Cl,0
318,162,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(OC3CCN(C(C)C)C3)cc2OC)ncc1Cl,1
319,65,CNC1CCN(c2ccc(OC)c(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC)n3)c2)C1,1
320,289,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)ccc2OCCO)ncc1Br,1
321,705,COc1cc2c(-c3ccc(O)cc3)nc3[nH]nc(C(C)C)c3c2cc1OC,0
322,977,Fc1ccccc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
323,1641,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N([C@@H]1CN[C@H](C(N)=O)C1)C2,0
324,1580,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccc2Cl)co1,0
325,180,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1,1
326,863,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cccc(C(C)C)c2)ncc1Br,0
327,926,CNCC(=O)N1CCC(n2c(=NC(=O)c3ccccc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
328,1615,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3cccc(S(C)(=O)=O)c3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
329,1587,CCN1CCCC1CNC(=O)c1csc(CNC(=O)COc2ccc(OC(F)(F)F)cc2)n1,0
330,59,CCCN(CCO)c1ccc(Nc2ncc(Br)c(Nc3ccccc3S(=O)(=O)NC)n2)c(C)c1,1
331,1383,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCNCC4)c4c3C(=O)N(C)CC4)n2)c(OC)c1,0
332,126,CNC1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)NC)n3)c(OC)c2)C1,1
333,1380,COc1ccccc1Nc1ncc(Cl)c(Nc2ccc(N3CCNCC3)c3c2C(=O)N(C)CC3)n1,0
334,566,COc1cccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)c1,0
335,1064,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCC(C)C)c4)c3n2)cc(OC)c1OC,0
336,868,COc1cc(Nc2nccc(Nc3cccc(N(C)C)c3S(N)(=O)=O)n2)cc(OC)c1OC,0
337,155,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(N3CCN(C(C)=O)CC3)ccc2OC)ncc1Cl,1
338,562,Cc1ccc([C@H](C)NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1,0
339,1539,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)N2CCCC3CCCCC32)cs1,0
340,1252,COc1ccc(C)c(Nc2ncc3ccn(-c4ccc(C)cn4)c3n2)c1,0
341,989,COc1cc(Nc2ncc3ccn(-c4cccnc4)c3n2)cc(OC)c1OC,0
342,957,COc1cc(Nc2ncc3ccn(-c4ccccc4C#N)c3n2)cc(OC)c1OC,0
343,1214,COc1ccc(Nc2nccc(Nc3cccc(S(N)(=O)=O)c3)n2)cc1OCCO,0
344,1009,CCCNc1ccc(Nc2nccc(Nc3ccc4c(c3S(N)(=O)=O)OCCO4)n2)cc1C,0
345,24,COc1cc(N2CCN3CCOC[C@H]3C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC(C)C)n1,1
346,670,COc1ccc(CNC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)cc1OC,0
347,1637,COc1nc(-c2ccccc2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N(C)C)n1,0
348,1286,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NC(CC(C)C)C(=O)O)c4)c3n2)cc(OC)c1OC,0
349,305,CCOc1ccc(OC)cc1Nc1ncc(Br)c(Nc2ccccc2S(=O)(=O)NC)n1,1
350,1021,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCCN(C)C)c4)c3n2)cc(OC)c1OC,0
351,1305,CCCNC(=O)c1cccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)c1,0
352,850,C[N+]1(CCOc2cccc(Nc3nccc(Nc4ccccc4S(N)(=O)=O)n3)c2)C=CN=C1,0
353,993,COc1cc(Nc2ncc3ccn(-c4ccc(C)cc4)c3n2)cc(OC)c1OC,0
354,869,C=CCOc1cccc(Nc2ccnc(Nc3ccc(OC)c(OC)c3)n2)c1S(N)(=O)=O,0
355,738,COc1cc(Nc2ncc3ccn(-c4cccc(C(=O)NCCCCN(C)C)c4)c3n2)cc(OC)c1OC,0
356,339,CCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1,1
357,432,COc1c(Nc2ncc3ccc(-c4ccccc4N(C)S(C)(=O)=O)n3n2)ccc(N2CCN(C[C@H](C)O)CC2)c1F,1
358,743,CC(C)NCCCNc1ccc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc1,0
359,106,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C(C)=O)CC3)cc2OC)ncc1Cl,1
360,1079,COc1cc(N2CCS(=O)(=O)CC2)ccc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
361,974,COc1cc(Nc2ncc3ccn(-c4cccc(C)c4)c3n2)cc(OC)c1OC,0
362,1145,Oc1cccc(Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2)c1,0
363,931,CC(C)NC(=O)[C@H]1CC[C@@H](n2c(=NC(=O)c3cncs3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,0
364,308,CNC(=O)c1cc(F)ccc1Nc1nc(Nc2cccc3c2ccn3C)ncc1Cl,1
365,596,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccn2)cs1,0
366,498,CN1CCN(c2ccc3cc2/C=C\c2cccc(c2)Nc2nc(ncc2Cl)N3)CC1,0
367,638,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)Nc2ccc(C(=O)O)c(O)c2)cs1,0
368,910,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2C2CCC(C(=O)NC(C)C)CC2)c1,0
369,169,CCC(CC)NS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl,1
370,1523,CCOc1cc(CCNC(=O)c2coc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)ccc1OC,0
371,1253,Cc1ccc(O)cc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
372,448,Cc1n[nH]c([C@H]2CC[C@@H](n3/c(=N/C(=O)c4cccc(F)c4)[nH]c4ccc(CO)cc43)CC2)n1,1
373,1483,COc1cccc(Nc2ccnc(Nc3cccc(OCCN4CCCC4)c3)n2)c1S(N)(=O)=O,0
374,454,COC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3cccc(C(F)(F)F)c3)[nH]c3ccc(CO)cc32)CC1,1
375,1123,COc1ccc(Nc2nccc(Nc3cccc(O)c3)n2)cc1OCCO,0
376,475,N#C[C@]1(c2ccccn2)C[C@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)C1,1
377,1418,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC3CCN(C(C)C)CC3)ccc2OC)ncc1Br,0
378,29,COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NC2CCC2)n1,1
379,606,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2cccc(C(F)(F)F)c2)cs1,0
380,1534,CCOC(=O)N1CCC(NC(=O)c2csc(CNC(=O)COc3ccc(OC(F)(F)F)cc3)n2)CC1,0
381,598,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccncc2)cs1,0
382,1392,CNC(=O)c1cc(N2CCC(O)CC2)ccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,0
383,1261,COc1cc(C)c(Nc2ncc3ccn(-c4ccc(C)cn4)c3n2)cc1OC,0
384,1170,OCCOc1ccc(Nc2ccnc(Nc3cccc(OCCn4ccnc4)c3)n2)cc1,0
385,88,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC[C@H](C(N)=O)C3)cc2OC)ncc1Cl,1
386,697,COc1cc2c(-c3ccc(O)c(F)c3)nc3[nH]nc(C)c3c2cc1OC,0
387,496,Clc1cnc2nc1Nc1cccc(c1)OCCc1cccc(c1)N2.O=C(O)C(F)(F)F,0
388,359,CC(C)Oc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2c(F)c1N1CCN(C)CC1,1
389,83,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CC(=O)NC(C)C)CC3)cc2OC)ncc1Cl,1
390,441,CC(Oc1cc(-c2ccc(C3(O)COCC3O)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F,1
391,3,CCCc1cc2c(=O)c3c4ccc(C#N)cc4[nH]c3n(C(C)C)c2cc1N1CCN(C)CC1,1
392,1130,CN1Cc2c(N3CCC(N4CCCCC4)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
393,349,Cc1cc(Nc2ncc(Cl)c(Nc3cn(C)nc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNC1,1
394,621,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccccc2OC(F)(F)F)cs1,0
395,656,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCc2ccc(F)c(F)c2)cs1,0
396,908,C=CCNS(=O)(=O)c1cccc(C(=O)N=c2[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(=O)NC)CC2)c1,0
397,1489,COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3O)n2)cc1OCCCn1ccnc1,0
398,1118,COc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1,0
399,203,COc1cc(Nc2ncc3ccn(-c4cccc(Cc5nnnn5C)c4)c3n2)cc(OC)c1OC,1
400,824,NS(=O)(=O)c1c(Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2)ccc2c1OCCO2,0
401,1213,COc1ccc(Nc2nccc(Nc3ccccc3S(N)(=O)=O)n2)cc1OCCO,0
402,23,CCCS(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(C(=O)CC)CC3)cc2OC)ncc1Cl,1
403,1514,CC(=O)Nc1ncc(-c2nc3[nH]nc(C)c3c3c(F)c(O)cc(F)c23)s1,0
404,1233,Cc1ccc(OCC2CC2)cc1Nc1ncc2ccn(-c3ccccn3)c2n1,0
405,393,CC(C)n1c2cc(N3CCN(C)CC3)ccc2c(=O)c2c3ccc(C#N)cc3[nH]c21,1
406,1633,CC(C)Oc1nc(C2CCNCC2)ncc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,0
407,45,COc1cc(N2CCCC(C(N)=O)C2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C2CC2)n1,1
408,1328,COCCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4cccc5c4C(=O)N(C)C5)n3)c(OC)c2)C[C@H]1C,0
409,1158,CCc1ccc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)cc1NC,0
410,1063,COc1cc(Nc2ncc3ccn(-c4cccc(CC(=O)NCCN)c4)c3n2)cc(OC)c1OC,0
411,1555,O=C(COc1ccc(OC(F)(F)F)cc1)NCc1nc(C(=O)NCCc2ccccc2)co1,0
412,1055,COc1ccc(Nc2ncc(Cl)c(Nc3ccc(N4CCN(C(C)C)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1,0
413,1479,NS(=O)(=O)c1ccccc1Nc1ccnc(Nc2cccc(OCCN3CCNCC3)c2)n1,0
414,1414,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)NCC(C)C)n1,0
415,1404,CN1Cc2c(OC3CCN(C(=O)OC(C)(C)C)CC3)ccc(Nc3nc(Cl)ncc3Cl)c2C1=O,0
416,1650,CNC(=O)c1ccc(-c2cc(OC)c(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N4CCOCC4)n3)cc2C)cc1,0
417,833,NS(=O)(=O)c1c(Nc2ccnc(Nc3cccc(OCC4CCCCO4)c3)n2)ccc2c1OCCO2,0
418,708,Cc1n[nH]c2nc(-c3ccc(N)s3)c3c(F)cc(O)c(F)c3c12,0
419,345,COc1cc(N2CCN(C[C@H](C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,1
420,1052,COc1ccc(Nc2nccc(Nc3cccc(OC(F)(F)F)c3S(N)(=O)=O)n2)cc1N(C)C,0
421,374,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,1
422,1355,COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)N(C)CC(C)C)n1,0
